Pool Name,Risk (Exponential),Yield (30d APY),Pool URL (Exponential),Protocol name,Assets (tickers),Assets (names),Protocol,Assets
Wombat USD Market Making,C,0.0016,https://exponential.fi/pools/89873f9a-4aa9-40f4-ad69-4a6972e68ff5,Wombat,DAI,Dai Stablecoin (BNB Chain),https://www.notion.so/Wombat-6160f2f314d2458d8936f8e7197d1246,https://www.notion.so/Dai-Stablecoin-BNB-Chain-0e120024d1b24ca79f786e3600dc69d6
Wombat USD Market Making,C,0.0008,https://exponential.fi/pools/a58c3a15-9f56-4ef0-9241-9244c6f1323b,Wombat,BUSD,Binance-Peg BUSD Token (BNB Chain),https://www.notion.so/Wombat-6160f2f314d2458d8936f8e7197d1246,https://www.notion.so/Binance-Peg-BUSD-Token-BNB-Chain-d166c7036d554bdb9ebc33f90e70baaf
Wombat BNB Market Making,B,0,https://exponential.fi/pools/fd81a71a-d5c1-49b3-8546-24016d07a2e6,Wombat,BNB,Binance Chain Native Token,https://www.notion.so/Wombat-6160f2f314d2458d8936f8e7197d1246,https://www.notion.so/Binance-Chain-Native-Token-5419ec49379640fe889b03312dcdd939
Wombat BNB Market Making,C,0,https://exponential.fi/pools/7fe7d903-3e7f-4921-9d56-e49c509a0c8b,Wombat,BNBX,Stader BNBx,https://www.notion.so/Wombat-6160f2f314d2458d8936f8e7197d1246,https://www.notion.so/Stader-BNBx-73d5ca9ca347459a91c6b718899ecc3d
Yearn USD Market Making,D,0.0649,https://exponential.fi/pools/7ebfc0de-94b2-4a55-ac91-562c2ab5c9ca,Yearn,"cyUSDC,cyDAI,cyUSDT","Iron Bank (Yearn) USD Coin,Iron Bank (Yearn) Dai Stablecoin,Iron Bank (Yearn) Tether USD",https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,"https://www.notion.so/Iron-Bank-Yearn-USD-Coin-75557efb40fb44f8aaf7ee31a67d3004, https://www.notion.so/Iron-Bank-Yearn-Dai-Stablecoin-d521bda10716421ebc76cbed433f1231, https://www.notion.so/Iron-Bank-Yearn-Tether-USD-fc1f79c9b4544a399d31efdc88603b35"
Yearn SNX Lending,B,0.0567,https://exponential.fi/pools/7179ad6f-fa3d-4537-a96f-e6b16a86175a,Yearn,SNX,Synthetix,https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Synthetix-7a2c08957b954e60964287de045bef55
Yearn USD Market Making,D,0.0434,https://exponential.fi/pools/e38cf0f6-4979-4bea-ac7a-3768ee6b7714,Yearn,"USDT,MIM,USDC,DAI","Tether USD (Ethereum),Magic Internet Money (Ethereum),USD Coin (Ethereum),Dai Stablecoin",https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,"https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c, https://www.notion.so/Magic-Internet-Money-Ethereum-07799e51635c40b39aff0e62364450b9, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316, https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364"
Yearn AAVE Lending,C,0.0357,https://exponential.fi/pools/ee0c0f20-6831-4c05-96eb-15701d12d2ce,Yearn,AAVE,Aave Token (Ethereum),https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Aave-Token-Ethereum-cc37c336d23f4d13a1091c978a2f9394
Yearn UNI Lending,B,0.0305,https://exponential.fi/pools/1de44fcb-1a7d-4db7-be19-99e32e89fa1a,Yearn,UNI,Uniswap (Ethereum),https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Uniswap-Ethereum-c761ee66b1d44b6ba5647806bcaf3a0a
Yearn USD Staking,D,0.0279,https://exponential.fi/pools/bb76e7ae-4b7e-416a-b370-1edf549f151b,Yearn,DAI,Dai Stablecoin,https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
Yearn USD Staking,C,0.0281,https://exponential.fi/pools/f7ae291a-9dde-4027-9883-93022b16a9aa,Yearn,USDT,Tether USD (Ethereum),https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c
Yearn ETH Staking,B,0.0271,https://exponential.fi/pools/75a1f604-ce68-4593-af98-b20f1cbcf962,Yearn,ETH,Ether,https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Yearn USD Staking,D,0.0246,https://exponential.fi/pools/88fb529d-1939-43dd-824f-51fac7d27b1e,Yearn,USDC,USD Coin (Ethereum),https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Yearn USD Market Making,C,0.0212,https://exponential.fi/pools/af9785d1-0c78-48ea-a286-fcea0979cd9e,Yearn,"DAI,LUSD,USDC,USDT","Dai Stablecoin,LUSD Stablecoin (Ethereum),USD Coin (Ethereum),Tether USD (Ethereum)",https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,"https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364, https://www.notion.so/LUSD-Stablecoin-Ethereum-b727ad5e1fb647e2908281c8bfd949a6, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316, https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c"
Yearn LUSD Staking,B,0.019,https://exponential.fi/pools/8c884f27-3fed-44d3-a885-7eaf85632f92,Yearn,LUSD,LUSD Stablecoin (Ethereum),https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/LUSD-Stablecoin-Ethereum-b727ad5e1fb647e2908281c8bfd949a6
Yearn FTM Staking,D,0.0194,https://exponential.fi/pools/8d8a54e1-8da5-471f-b10e-6f7b1655d53e,Yearn,WFTM,Wrapped Fantom,https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Wrapped-Fantom-21203dec552846da97c686dba3c9ea2c
Yearn USD Lending,C,0.0134,https://exponential.fi/pools/2e56dec7-640a-458e-854a-aa3fe73d39fa,Yearn,sUSD,Synth USD (Optimism),https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Synth-USD-Optimism-012810cb4e0549f49efb1892a573afb3
Yearn USD Lending,C,0.0073,https://exponential.fi/pools/9ba12da7-a06e-453b-96bd-c25171f1eed3,Yearn,DAI,Dai Stablecoin,https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
Yearn ETH Market Making,B,0.0069,https://exponential.fi/pools/e3c56c8d-a430-4d82-8dc1-049e002889b1,Yearn,"aETHc,ETH","Ankr Eth2 Reward Bearing Certificate,Ether",https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,"https://www.notion.so/Ankr-Eth2-Reward-Bearing-Certificate-c7f3e3ce3ecd46649002d5ce6b228749, https://www.notion.so/Ether-083c480c6565470385190396104819ad"
Yearn ETH Lending,C,0.0057,https://exponential.fi/pools/62db380a-6681-4441-84f5-7095bcce39a3,Yearn,ETH,Ether (Optimism),https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Ether-Optimism-e704056a8b8341b6a94d3209204900e5
Yearn LINK Lending,B,0.0021,https://exponential.fi/pools/7cafb4eb-7d82-4a29-b7b6-241eac0283e1,Yearn,LINK,ChainLink Token (Ethereum),https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/ChainLink-Token-Ethereum-82f42381a4b54f4090668176719bf929
Yearn USD Lending,C,0.0018,https://exponential.fi/pools/8129e2fd-19b0-4e53-bafc-a3ae78f23b62,Yearn,USDC,USD Coin (Optimism),https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/USD-Coin-Optimism-e9e478f29ca149308ac4e572c9d35921
3xcaliSwap USD Market Making,D,1.5957,https://exponential.fi/pools/d25c797a-2aee-4945-a3fb-466b47ee7f9c,3xcaliSwap,"USDC,USDs","USD Coin (Arbitrum),Stably USD",https://www.notion.so/3xcaliSwap-55e7de3260154832b0bbce3ecfdb60bb,"https://www.notion.so/USD-Coin-Arbitrum-ee19df9327cb4589a30303ab1ae833a0, https://www.notion.so/Stably-USD-423b8af969404ec4888c4679ebc38102"
3xcaliSwap USD Market Making,D,0.9414,https://exponential.fi/pools/2d010df6-367a-4506-8094-93e6e1fad08f,3xcaliSwap,"USDC,MIM","USD Coin (Arbitrum),Magic Internet Money (Arbitrum)",https://www.notion.so/3xcaliSwap-55e7de3260154832b0bbce3ecfdb60bb,"https://www.notion.so/USD-Coin-Arbitrum-ee19df9327cb4589a30303ab1ae833a0, https://www.notion.so/Magic-Internet-Money-Arbitrum-56c14b4593304ae092f79e699896609f"
3xcaliSwap USD Market Making,D,0.3931,https://exponential.fi/pools/e0060dca-b3e9-475e-b8ae-32771eeb73cc,3xcaliSwap,"USDT,USDC","Tether USD (Arbitrum),USD Coin (Arbitrum)",https://www.notion.so/3xcaliSwap-55e7de3260154832b0bbce3ecfdb60bb,"https://www.notion.so/Tether-USD-Arbitrum-35225ab62f8844a5a5ded091704def40, https://www.notion.so/USD-Coin-Arbitrum-ee19df9327cb4589a30303ab1ae833a0"
3xcaliSwap ETH Market Making,C,0.3305,https://exponential.fi/pools/6908ff7b-cd25-4f18-93fb-8c1cfef329ad,3xcaliSwap,"WETH,WSTETH","WETH,Lido  wstETH",https://www.notion.so/3xcaliSwap-55e7de3260154832b0bbce3ecfdb60bb,"https://www.notion.so/WETH-ad6755dc09c042a5b18d5362f2b8258d, https://www.notion.so/Lido-wstETH-013ff4b9d34d4a2f94ecf5f5532421dd"
3xcaliSwap USD Market Making,D,0.2009,https://exponential.fi/pools/4d2b4226-f8c1-4bb3-9252-98faad5e150d,3xcaliSwap,"USDC,DAI","USD Coin (Arbitrum),Dai Stablecoin (Arbitrum)",https://www.notion.so/3xcaliSwap-55e7de3260154832b0bbce3ecfdb60bb,"https://www.notion.so/USD-Coin-Arbitrum-ee19df9327cb4589a30303ab1ae833a0, https://www.notion.so/Dai-Stablecoin-Arbitrum-c638e30b113848fab176a063ab58e87e"
VVS USD Market Making,C,0.0381,https://exponential.fi/pools/5c0bfd99-ad13-4e5b-8ac1-da98bf1bf91c,VVS,"USDC,USDT","USD Coin (Cronos),Tether USD (Cronos)",https://www.notion.so/VVS-6c3964a876ff4d10bbc3bf05c8120afc,"https://www.notion.so/USD-Coin-Cronos-83149382be3e4af0bb7e40188ff9b530, https://www.notion.so/Tether-USD-Cronos-90489bab1c9e4d8994f6dbaf7fa8f616"
0VIX USD Lending,C,0.0252,https://exponential.fi/pools/31abba50-4f38-4303-afba-685d11b79312,OVIX,DAI,Dai Stablecoin (PoS Polygon),https://www.notion.so/OVIX-62485ce3784349c9910694731f5ee69e,https://www.notion.so/Dai-Stablecoin-PoS-Polygon-b008df7a3ed44f6ba265a4aebe9a58d0
Uniswap USD Market Making,C,0.0223,https://exponential.fi/pools/186a86bc-0754-4f9b-a05f-1201ac97752b,Uniswap v3,"USDC,DAI","USD Coin (PoS Polygon),Dai Stablecoin (PoS Polygon)",https://www.notion.so/Uniswap-v3-5461faaf7fc343298b466a6ee71b9ff2,"https://www.notion.so/USD-Coin-PoS-Polygon-63baa480cefb4baf806172a19c7a04c0, https://www.notion.so/Dai-Stablecoin-PoS-Polygon-b008df7a3ed44f6ba265a4aebe9a58d0"
