Associated Pools,Name,Ticker,Risk Rating (Exponential),Chain
https://www.notion.so/KyberSwap-MATIC-Market-Making-36110997c77c4adc8fab4b76214688c8,Stader MaticX (Polygon),MATICX,Good,https://www.notion.so/Polygon-7674f8d92d2b405d854a758c7d3ec4fa
,Stader MaticX (Ethereum),MATICX,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,MATIC (Fantom),MATIC,Best,https://www.notion.so/Fantom-5c7c8e52ab29487bba272e685a020f5e
"https://www.notion.so/Idle-MATIC-Perpetual-Yield-Tranches-Junior-5b3235d1b28a48a4807cb5c46777802f, https://www.notion.so/Idle-MATIC-Perpetual-Yield-Tranches-Senior-9b9ecfa6de014e5392a882d1a7f7ef91, https://www.notion.so/Stader-MATIC-Staking-70cd62bcc8484e1aa7107dbdbabf28c4, https://www.notion.so/Sommelier-MATIC-Portfolio-f5c86ba4ab744c74b2fa0f2d247d68c1",Matic Token (Ethereum),MATIC,Best,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
"https://www.notion.so/SpookySwap-FTM-USD-Market-Making-77e23f470dd14d508ff7aa0d6ff1a4b9, https://www.notion.so/Abracadabra-USD-Market-Making-f71c639e6f73428fb0c937aebb3bc194",Magic Internet Money (Fantom),MIM,Good,https://www.notion.so/Fantom-5c7c8e52ab29487bba272e685a020f5e
"https://www.notion.so/Trader-Joe-AVAX-USD-Market-Making-90be208a12a84a1aae81da56efe2889e, https://www.notion.so/Trader-Joe-USD-Lending-fc472460c1b94d8cb9ae3d070003886c, https://www.notion.so/Platypus-USD-Market-Making-c3c8cc8aee8a466cb32f4657d34009ff",Magic Internet Money (Avalanche),MIM,Good,https://www.notion.so/Avalanche-b9e965600817456ca2fb67c6cc74feb0
"https://www.notion.so/Abracadabra-USD-Market-Making-45e1e35d601b474eaf770bec7881f036, https://www.notion.so/Beefy-USD-Market-Making-20c0bd79fc774fc2a38310669f473d6e, https://www.notion.so/3xcaliSwap-USD-Market-Making-eb7a61e82b154f1ca9bb7c34a24184bf",Magic Internet Money (Arbitrum),MIM,Good,https://www.notion.so/Arbitrum-f8d5cdab8d004f53abeec9c660867a64
"https://www.notion.so/Mero-USD-Staking-a2f8c6dcb9aa405f9a695355a4c2f790, https://www.notion.so/Mero-USD-Staking-2bdb4c14871c407bb4850905443f13de, https://www.notion.so/Mero-USD-Staking-37f123f31bc14d9ebbcfa26f15dba858, https://www.notion.so/Convex-USD-Market-Making-ab104c85d1744f76aefa287673949cb6, https://www.notion.so/Curve-USD-Market-Making-8462c945b6064371a79c3a3408ab6fee, https://www.notion.so/Yearn-USD-Market-Making-d6740339d9a448bc880d291290625792",Magic Internet Money (Ethereum),MIM,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,miMATIC (Fantom),miMATIC,Good,https://www.notion.so/Fantom-5c7c8e52ab29487bba272e685a020f5e
"https://www.notion.so/Velodrome-EUR-USD-Market-Making-f0eba038d77e4cbaa1a57850471a9dc1, https://www.notion.so/KyberSwap-USD-Market-Making-2b343fa69aa7495da9f056d215912a27, https://www.notion.so/Beefy-USD-Market-Making-78ddc34e30e742aa9a6eb9743ec16ddd",Mai Stablecoin (Optimism),miMATIC,Good,https://www.notion.so/Optimism-bc636b25a65b4524ac249b8e626cad75
"https://www.notion.so/Beefy-USD-Market-Making-4b17060adfea48d1b77de24f1534e30c, https://www.notion.so/Beethoven-USD-Market-Making-fddfddcfc4b248909d242387c058c119",miMATIC (Avalanche),miMATIC,Good,https://www.notion.so/Avalanche-b9e965600817456ca2fb67c6cc74feb0
"https://www.notion.so/KyberSwap-USD-Market-Making-666349e95d7047a4a8df117067b384ec, https://www.notion.so/Balancer-USD-Market-Making-cc0b13a6388e4c29a374df4f1c67eee3, https://www.notion.so/Beefy-USD-Market-Making-6680887569d04ec9b8088b512de61bd1",miMATIC (PoS Polygon),miMATIC (PoS Polygon),Good,https://www.notion.so/Polygon-7674f8d92d2b405d854a758c7d3ec4fa
,Maker (Ethereum),MKR,Best,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
https://www.notion.so/Mycelium-Crypto-Market-Making-1ea0da6b15364586bc71d5d2b1217fbb,Mycelium LP,MLP,Good,https://www.notion.so/Arbitrum-f8d5cdab8d004f53abeec9c660867a64
,Moremoney USD,MONEY,Good,https://www.notion.so/Avalanche-b9e965600817456ca2fb67c6cc74feb0
https://www.notion.so/Yearn-BTC-Market-Making-1bcf03cf242a47ac9c0fe20884130e3d,multiBTC,multiBTC,Best,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,mStable USD,mUSD,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
https://www.notion.so/Mycelium-MYC-Fee-Sharing-91b63538dca34a38825c87fb9ca27659,Mycelium,MYC,Best,https://www.notion.so/Arbitrum-f8d5cdab8d004f53abeec9c660867a64
,Synapse ETH (Avalanche),nETH,Good,https://www.notion.so/Avalanche-b9e965600817456ca2fb67c6cc74feb0
https://www.notion.so/Synapse-ETH-Market-Making-ab6d5b84497e42b0b259be768ac3c291,Synapse ETH (Arbitrum),nETH,Good,https://www.notion.so/Arbitrum-f8d5cdab8d004f53abeec9c660867a64
https://www.notion.so/Synapse-ETH-Market-Making-a0072ffdfeb24e429af2db7fb4defc50,Synapse ETH (Optimism),nETH,Good,https://www.notion.so/Optimism-bc636b25a65b4524ac249b8e626cad75
https://www.notion.so/Synapse-USD-Market-Making-768f33843ea743dfa04475ee7f4a62d8,Synapse USD (Arbitrum),nUSD,Good,https://www.notion.so/Arbitrum-f8d5cdab8d004f53abeec9c660867a64
https://www.notion.so/Synapse-USD-Market-Making-f859a5f6d25042359e15bee604f210da,Synapse USD (Polygon),nUSD,Good,https://www.notion.so/Polygon-7674f8d92d2b405d854a758c7d3ec4fa
https://www.notion.so/Synapse-USD-Market-Making-c111eabcda5a4c84b0ab5eb4d1a99c12,Synapse USD (BNB Chain),nUSD,Good,https://www.notion.so/BNB-Chain-c98ffd928880485e871d933cc7ba0384
https://www.notion.so/Synapse-USD-Market-Making-1da9adbacee64454852f5a77b0c5c8e4,Synapse USD (Optimism),nUSD,Good,https://www.notion.so/Optimism-bc636b25a65b4524ac249b8e626cad75
"https://www.notion.so/Synapse-ETH-Market-Making-317b029337034de895ba97ac5e38d6f3, https://www.notion.so/Synapse-USD-Market-Making-7eb27d3411fd49a3b464a1709db1f67c",Synapse USD (Avalanche),nUSD,Good,https://www.notion.so/Avalanche-b9e965600817456ca2fb67c6cc74feb0
,NXM,NXM,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
https://www.notion.so/Olympus-OHM-Fee-Sharing-e5cd346e25a84d1d99e10d1a0bf19035,Olympus,OHM,Watch Out,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,Governance OHM,gOHM,Watch Out,https://www.notion.so/Polygon-7674f8d92d2b405d854a758c7d3ec4fa
https://www.notion.so/Origin-Dollar-USD-Yield-8d3f61afacb44a5fac328acfc5a58e2e,Origin Dollar,OUSD,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
https://www.notion.so/Dopex-rDPX-Monthly-Calls-aa516a55929f483da476c5866c3132b7,Dopex Rebate Token,rDPX,Good,https://www.notion.so/Arbitrum-f8d5cdab8d004f53abeec9c660867a64
"https://www.notion.so/Beethoven-ETH-Market-Making-e40bcbca0ff84622bb894183ceaf4856, https://www.notion.so/Beethoven-OP-ETH-USD-Market-Making-6a72960473ea47c286147e3981f5cfe5",Rocket Pool ETH (Optimism),rETH,Good,https://www.notion.so/Optimism-bc636b25a65b4524ac249b8e626cad75
https://www.notion.so/Balancer-ETH-Market-Making-6c2007d4ef5343b1b36031da2e587f43,Rocket Pool ETH (Ethereum),rETH,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,THORChain ETH.RUNE,RUNE,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,SAND,SAND,Best,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
https://www.notion.so/Curve-BTC-Market-Making-6e59fb7161c04f34b8619f2c334601ec,Synth BTC (Optimism),sBTC,Good,https://www.notion.so/Optimism-bc636b25a65b4524ac249b8e626cad75
"https://www.notion.so/Yearn-BTC-Market-Making-1bcf03cf242a47ac9c0fe20884130e3d, https://www.notion.so/Convex-BTC-Market-Making-84a0b2081f9d4931a52119f95c70eac0, https://www.notion.so/Badger-BTC-Market-Making-07362aa8af9b4618a87671dd79be786a",Synth BTC,sBTC,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,Staked Frax Ether,sfrxETH,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
https://www.notion.so/Sonne-SNX-Lending-375280ceae8f455f8c60d8e4401837bc,Synthetix Network Token,SNX,Good,https://www.notion.so/Optimism-bc636b25a65b4524ac249b8e626cad75
,SOL (Fantom),SOL,Best,https://www.notion.so/Fantom-5c7c8e52ab29487bba272e685a020f5e
,Wrapped SOL (Wormhole Ethereum),WSOL,Best,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,Wrapped SOL (Wormhole Avalanche),SOL,Best,https://www.notion.so/Avalanche-b9e965600817456ca2fb67c6cc74feb0
,Wrapped SOL (Wormhole Polygon),SOL,Best,https://www.notion.so/Polygon-7674f8d92d2b405d854a758c7d3ec4fa
,SOL (Wormhole BNB Chain),SOL,Best,https://www.notion.so/BNB-Chain-c98ffd928880485e871d933cc7ba0384
https://www.notion.so/Abracadabra-SPELL-Fee-Sharing-c8568d1c4a2c4fbfb323d30bb6030048,Spell Token (Ethereum),SPELL,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,Serum,SRM,Best,https://www.notion.so/Solana-022c24c585b842e8864b91dd63e37f5a
,Lido Staked MATIC (Ethereum),stMATIC,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
"https://www.notion.so/Aave-USD-Lending-db31611a96eb48c9a8e24b2d961769d2, https://www.notion.so/Convex-USD-Market-Making-0967fbca1a2f43e0842b39401aac316e, https://www.notion.so/Curve-USD-Market-Making-e93e4bac4e814e1b90f5f23ffd09fee8",Synth USD,sUSD,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
"https://www.notion.so/Lyra-BTC-Options-Market-Making-c54ef46c5d7244bda554183d484877b8, https://www.notion.so/Lyra-ETH-Options-Market-Making-c346aaf07f3d46fa8bfb0d3b6370f06e, https://www.notion.so/Aave-USD-Lending-208ea84c3efb433b86d829b6da2b1823, https://www.notion.so/Beefy-USD-Market-Making-78e170b4d3c54beb8a6a51ab0b53e1fa, https://www.notion.so/Beefy-USD-Market-Making-0b7e7bf2c62a4d9398dc9c500019fe89, https://www.notion.so/Sonne-USD-Lending-7fa693a5896645be98f79d79364ef6d4, https://www.notion.so/Yearn-USD-Lending-fe59cc86d7814aff97e98b16b2ad74b2",Synth USD (Optimism),sUSD,Good,https://www.notion.so/Optimism-bc636b25a65b4524ac249b8e626cad75
,Sushi Token (Ethereum),SUSHI,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,TrueUSD (Ethereum),TUSD,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,Uniswap (Arbitrum),UNI,Good,https://www.notion.so/Arbitrum-f8d5cdab8d004f53abeec9c660867a64
"https://www.notion.so/Uniswap-ETH-UNI-Market-Making-906b5b3d771641b19a57103efe9da52f, https://www.notion.so/Yearn-UNI-Lending-b4b1830f718d498ea782b21b874c399c",Uniswap (Ethereum),UNI,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
"https://www.notion.so/Trader-Joe-V2-USD-Market-Making-b737b3ac9c76475fb98705f9b8bb0de5, https://www.notion.so/Trader-Joe-V2-USD-Market-Making-04e48f565dfc47568aa6e4c3cae9cfbc, https://www.notion.so/Trader-Joe-V2-USD-Market-Making-f63cbad0b34c426aa8bdc2d8b44d3cfd, https://www.notion.so/Trader-Joe-AVAX-USD-Market-Making-610b4aecf9cc4b30a2e7998aabd1f3fb, https://www.notion.so/Benqi-USD-Lending-b21cd24be624428894607d9b02d91438, https://www.notion.so/Platypus-USD-Market-Making-e9e283ddf990464daaa02464f83f4297, https://www.notion.so/Platypus-USD-Market-Making-2194873c7c6a4d799f47de29c1359873, https://www.notion.so/Platypus-USD-Market-Making-c3c8cc8aee8a466cb32f4657d34009ff, https://www.notion.so/Platypus-USD-Market-Making-72c9f47b8c764299a4a9462bf88e01bf, https://www.notion.so/Trader-Joe-USD-Market-Making-82e42cccae744190836f733798872f56, https://www.notion.so/Trader-Joe-V2-USD-Market-Making-fbd53ffd1a5a4539a17cf287abff7f35",USD Coin (Native Avalanche),USDC,Good,https://www.notion.so/Avalanche-b9e965600817456ca2fb67c6cc74feb0
"https://www.notion.so/Lifinity-SOL-USDC-Market-Making-67e57b31c00e47e9b70c842072529898, https://www.notion.so/Lifinity-mSOL-USDC-Market-Making-c7b14b1ab2b445e8885777db30ccb0b2, https://www.notion.so/Lifinity-stSOL-USDC-Market-Making-218073a8f29e4c6483d30168ae6e2f60, https://www.notion.so/Raydium-SOL-USD-Market-Making-4d841533e6944062b3321780eebf7427, https://www.notion.so/Raydium-SOL-USD-Market-Making-a41b380e840f4062b470c6e92bfeafa4, https://www.notion.so/Raydium-SOL-USD-Market-Making-4c682ba651c64de7b47f48f6df78c41f, https://www.notion.so/Solend-USD-Lending-fa6aaa809d0c4ab18e287fb93b28c0f6",USD Coin (Native Solana),USDC,Good,https://www.notion.so/Solana-022c24c585b842e8864b91dd63e37f5a
"https://www.notion.so/Synapse-USD-Market-Making-c111eabcda5a4c84b0ab5eb4d1a99c12, https://www.notion.so/AutoFarm-USD-Market-Making-20add8411a1147f990e5be896a309ab1, https://www.notion.so/PancakeSwap-USDC-BUSD-Market-Making-957c56ef0974407285475602e22d9e19, https://www.notion.so/Wombat-USD-Market-Making-adbe748d0a12436ab1c688b8fc3e79f1, https://www.notion.so/Venus-USD-Lending-9817781997084757b5516b0dbb45a3b4",Binance-Peg USD Coin,USDC,Good,https://www.notion.so/BNB-Chain-c98ffd928880485e871d933cc7ba0384
,iearn USDC,yUSDC,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
"https://www.notion.so/Curve-USD-Market-Making-a883dd95ad154f45a44207755e952d82, https://www.notion.so/Curve-USD-Market-Making-9b5803272b5f4bb0be398caaea44cfad",Aave Matic Market USDC,amUSDC,Good,https://www.notion.so/Polygon-7674f8d92d2b405d854a758c7d3ec4fa
"https://www.notion.so/Sonne-USD-Lending-b158c246ba1540bab1343a4d75ef5a96, https://www.notion.so/Beefy-USD-Market-Making-d562b1b671194ccc8b296cc35ff3cc46, https://www.notion.so/KyberSwap-USD-Market-Making-2b343fa69aa7495da9f056d215912a27, https://www.notion.so/Reaper-Farm-USD-Lending-859eb766519e4656ac579fd99c375cc1, https://www.notion.so/Synapse-USD-Market-Making-1da9adbacee64454852f5a77b0c5c8e4, https://www.notion.so/Clipper-Tricrypto-LINK-OP-Market-Making-72f493cf3cf84dbb97a576eb2f8613c0, https://www.notion.so/Beethoven-Tricrypto-Market-Making-3580d5a14152427a9a09df1e7acd451c, https://www.notion.so/Beethoven-OP-ETH-USD-Market-Making-6a72960473ea47c286147e3981f5cfe5, https://www.notion.so/Uniswap-ETH-USD-Market-Making-be7393fb43504ca78c740320c635cee9, https://www.notion.so/Uniswap-OP-USD-Market-Making-57b41ceb40804e4887ef67a25d4fc6b3, https://www.notion.so/Aave-USD-Lending-e8636ef45eb94510ac6e354332997209, https://www.notion.so/Beefy-USD-Market-Making-78e170b4d3c54beb8a6a51ab0b53e1fa, https://www.notion.so/Beefy-USD-Market-Making-78ddc34e30e742aa9a6eb9743ec16ddd, https://www.notion.so/Beefy-USD-Market-Making-0b7e7bf2c62a4d9398dc9c500019fe89, https://www.notion.so/Beefy-USD-Market-Making-0f4b8d24b90848c3aae26a5832940a6c, https://www.notion.so/Beefy-USD-Market-Making-54dd5301ebc0484cbb6ec17510ba6ae2, https://www.notion.so/Curve-USD-Market-Making-f93f2a91cff543938b8e53ed52d52751, https://www.notion.so/Hop-USD-Bridging-ed19369095b944859f1115364ee20bcc, https://www.notion.so/KyberSwap-USD-Market-Making-551f1902809a4524977335ff3bb44d10, https://www.notion.so/KyberSwap-USD-Market-Making-f7335f6b4d4347b8819b9fc85ab89530, https://www.notion.so/PoolTogether-USD-Lending-6a3750780c5a47a8b2bfd42496366004, https://www.notion.so/Yearn-USD-Lending-5899922222964c4bba67c231cf958880",USD Coin (Optimism),USDC,Good,https://www.notion.so/Optimism-bc636b25a65b4524ac249b8e626cad75
,Aave interest bearing USDC,aUSDC,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
"https://www.notion.so/DeFiChain-USD-Market-Making-18f47f6cf3d34b0ebd36c9591bb401cd, https://www.notion.so/DeFiChain-DFI-USD-Market-Making-8c3e56df8d96418fa75b1573289147d0",DeFiChain USD Coin,dUSDC,Average,https://www.notion.so/DeFiChain-4190c34f5f8e498380040b2808751198
"https://www.notion.so/Curve-USD-Market-Making-a0f99bf1384d4d9fbfffc908f99a4f13, https://www.notion.so/Yearn-USD-Market-Making-39814a7f77d545e689b51e2f79217c4a",Iron Bank (Yearn) USD Coin,cyUSDC,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,Aave Avalanche Market USDC,aUSDC,Good,https://www.notion.so/Avalanche-b9e965600817456ca2fb67c6cc74feb0
"https://www.notion.so/Uniswap-EUR-USD-Market-Making-2d05ae8e9a254b7f8fe5b08a90c6cfb2, https://www.notion.so/KyberSwap-USD-Market-Making-666349e95d7047a4a8df117067b384ec, https://www.notion.so/Synapse-USD-Market-Making-f859a5f6d25042359e15bee604f210da, https://www.notion.so/Clipper-Tricrypto-MATIC-Market-Making-ef19e460d97c4a58a2366e9a7d7eed8f, https://www.notion.so/Balancer-Tricrypto-Market-Making-9e115ccbd19448798675a7a6237f46d9, https://www.notion.so/Beefy-Tricrypto-Market-Making-8c6b5810b65540189dd8b7f7edb326a4, https://www.notion.so/Uniswap-ETH-USD-Market-Making-9e3d44563ba5416e88dc58c6084dbf4d, https://www.notion.so/QuickSwap-ETH-USD-Market-Making-1f7ffd5940a34208b298033370ad4d39, https://www.notion.so/Uniswap-BTC-USD-Market-Making-c8cd533427044ff894deecd1930c429e, https://www.notion.so/KyberSwap-MATIC-USD-Market-Making-6114653da3164124b4ab8d3a714d8964, https://www.notion.so/Quickswap-MATIC-USD-Market-Making-e78ebe73bf694f25bba7b8cdb78ef039, https://www.notion.so/Balancer-USD-Market-Making-cc0b13a6388e4c29a374df4f1c67eee3, https://www.notion.so/Beefy-USD-Market-Making-6680887569d04ec9b8088b512de61bd1, https://www.notion.so/Beefy-EUR-USD-Market-Making-3a89655bb4f64fabb12343535839048d, https://www.notion.so/Clearpool-Auros-USD-Lending-e9deff51dc3e403d86f0241c9b8ab517, https://www.notion.so/KyberSwap-USD-Market-Making-fa23162ffcb04eacb453b04c4b7c6157, https://www.notion.so/KyberSwap-USD-Market-Making-a331674f6f96412186709644a944aef6, https://www.notion.so/Uniswap-USD-Market-Making-5f025432a6f54c8381a2034c73761357",USD Coin (PoS Polygon),USDC,Good,https://www.notion.so/Polygon-7674f8d92d2b405d854a758c7d3ec4fa
"https://www.notion.so/Beethoven-FTM-Tricrypto-Market-Making-bb4c41e61f83404089766bcd1c704dec, https://www.notion.so/Spookyswap-FTM-USD-Market-Making-2efe58e1bd5f4bdba849dbe11225b46b, https://www.notion.so/Abracadabra-USD-Market-Making-f71c639e6f73428fb0c937aebb3bc194, https://www.notion.so/Beethoven-USD-Market-Making-fb6c2cb47e2e419eb83eb2e501c17400, https://www.notion.so/Beethoven-USD-Market-Making-fddfddcfc4b248909d242387c058c119, https://www.notion.so/Stargate-USD-Bridging-ca1670af0078492d86eb9e013b721db1",USD Coin (Fantom),USDC,Good,https://www.notion.so/Fantom-5c7c8e52ab29487bba272e685a020f5e
,Compound USD Coin,cUSDC,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
,USD Coin (Waves),USDC,Good,https://www.notion.so/Waves-203abacf2655434d82c5427a3d94d7c3
"https://www.notion.so/WOOFi-USD-Staking-3f5547c35d1e47989d2156682eedfa26, https://www.notion.so/Synapse-USD-Market-Making-768f33843ea743dfa04475ee7f4a62d8, https://www.notion.so/Dopex-ETH-Short-Straddle-e314a161f3e341bd87074c9c241ffd1f, https://www.notion.so/Balancer-Tricrypto-Market-Making-edad4fe8eacf4472a846eda067bff53b, https://www.notion.so/Beefy-Tricrypto-Market-Making-9348ac59ae594784a9fedd5f76e60c65, https://www.notion.so/Uniswap-GMX-USD-Market-Making-8a4096d8fc60455e83e71a55e311c0a8, https://www.notion.so/Uniswap-ETH-USD-Market-Making-5bp-e29f5934877e403784ba421edaf4211b, https://www.notion.so/Uniswap-ETH-USD-Market-Making-30bp-2a3c51fb13414628bc800a41f845db40, https://www.notion.so/Uniswap-GMX-USD-Market-Making-1bp-1c7573d44b57408ca1b7c81a2518a28e, https://www.notion.so/Abracadabra-USD-Market-Making-45e1e35d601b474eaf770bec7881f036, https://www.notion.so/Beefy-USD-Market-Making-20c0bd79fc774fc2a38310669f473d6e, https://www.notion.so/Dopex-BTC-Weekly-Puts-ade46d10ba434315957f8e10aad5158c, https://www.notion.so/Radiant-USD-Lending-7e769d86bcae4eeabf38434c93392d74, https://www.notion.so/RageTrade-USD-Lending-67116785b931468dbe36bedcd5f9c197, https://www.notion.so/3xcaliSwap-USD-Market-Making-a06442016b834a0aa01c36240cdbfdc2, https://www.notion.so/3xcaliSwap-USD-Market-Making-eb7a61e82b154f1ca9bb7c34a24184bf, https://www.notion.so/3xcaliSwap-USD-Market-Making-3a2e669008ca4e71bde4a4d60779d918, https://www.notion.so/3xcaliSwap-USD-Market-Making-c2de793ab5194f3dbaa04f83bd7cf5af",USD Coin (Arbitrum),USDC,Good,https://www.notion.so/Arbitrum-f8d5cdab8d004f53abeec9c660867a64
https://www.notion.so/VVS-USD-Market-Making-00695850c8364e87aa6d087369e0b948,USD Coin (Cronos),USDC,Good,https://www.notion.so/Cronos-28f01dd1f51341d4aee928b88d26c498
"https://www.notion.so/Sturdy-USD-Lending-1a98c7e9535f4814bf400b33af7bf229, https://www.notion.so/Convex-EUR-USD-Market-Making-2d49f8c3e7804548afb5c16167243c1d, https://www.notion.so/Mero-USD-Staking-a2f8c6dcb9aa405f9a695355a4c2f790, https://www.notion.so/Mero-USD-Staking-2bdb4c14871c407bb4850905443f13de, https://www.notion.so/Convex-USD-Market-Making-94fcc59cae104390b469f3216d26bcec, https://www.notion.so/Pendle-USDC-Principal-Token-3-29-9af18503e1cb4efca06ebe4812b66476, https://www.notion.so/Mero-USD-Staking-0bb3c24051554e779ef701c341be2416, https://www.notion.so/Curve-FIDU-USD-Market-Making-80097f111843424cbbe9a4cde2a7c30e, https://www.notion.so/Pendle-USDC-Market-Making-3-29-53ff00f2b2684fc1b116e2a21f7516af, https://www.notion.so/Notional-USD-Market-Making-7d5de4201abd44ac9183b8b60cdabf4c, https://www.notion.so/Notional-USD-Fixed-Term-Lending-12-18-d1c5a803c4a2487baa04f8d6650d6452, https://www.notion.so/Pendle-USDC-Yield-Token-3-29-c48eb672f5d140309917cfbaa124813f, https://www.notion.so/Sommelier-USD-Yield-18a24e1d0a69425ebb82b40425e48859, https://www.notion.so/Mero-USD-Staking-37f123f31bc14d9ebbcfa26f15dba858, https://www.notion.so/Beethoven-USD-Market-Making-01d06239478d424c8a1640d198871ef0, https://www.notion.so/Yearn-USD-Market-Making-11b90fea148b442bb6851c4120b5b4e2, https://www.notion.so/Goldfinch-USD-Lending-aca4d07d4ee248058f264b6d9e10db35, https://www.notion.so/Sherlock-USD-Staking-7088028542384ee09cd8a70cb8e2ef59, https://www.notion.so/Sommelier-MATIC-Portfolio-f5c86ba4ab744c74b2fa0f2d247d68c1, https://www.notion.so/Dopex-ETH-Weekly-Puts-fb48ca9bf26b4b5f90d9ff13ea38e32e, https://www.notion.so/Ribbon-ETH-Puts-bae978910b5c4b6a953c30d512978d35, https://www.notion.so/Clipper-Tricrypto-Market-Making-7e0de2bb24024e5c9911d083a42ff43a, https://www.notion.so/Sommelier-ETH-BTC-Trend-20fe0878125e40869b88e754a5c482b0, https://www.notion.so/Sommelier-ETH-BTC-Momentum-dc1007792a784ccab723ab0076d42e52, https://www.notion.so/Uniswap-USDC-FOLD-Market-Making-1f618128dea64938ace45bf9551cbb1c, https://www.notion.so/Uniswap-ETH-USD-Market-Making-5bp-64e77b984de241418094291dbd98611e, https://www.notion.so/PancakeSwap-ETH-USD-Market-Making-a96b949b61d34a49a6688f717e114c72, https://www.notion.so/Uniswap-ETH-USD-Market-Making-3bed3b1ff0ac4a379a6fc88053de5d87, https://www.notion.so/Uniswap-BTC-USD-Market-Making-dcfe7026a19a440aaa561d12451ee9c4, https://www.notion.so/Aave-USD-Lending-5b10459b8887475fbfb48f7a85f8db81, https://www.notion.so/Across-USD-Bridging-8df7f886f7324117a2751dce254b2047, https://www.notion.so/Angle-USD-Lending-3710025eb51c468da66e04d1a52b4121, https://www.notion.so/Balancer-USD-Market-Making-0c1aad74957846edba3adaf48001d69d, https://www.notion.so/Compound-USD-Lending-9c7fd8ab23234fb38da6eaa2fbd6fae5, https://www.notion.so/Convex-EUR-USD-Market-Making-1bdb08806d45478cbfa7d70b3a2364d9, https://www.notion.so/Convex-USD-Market-Making-ab104c85d1744f76aefa287673949cb6, https://www.notion.so/Convex-USD-Market-Making-0967fbca1a2f43e0842b39401aac316e, https://www.notion.so/Convex-USD-Market-Making-c567199bead44bc59b1fdf31d69df59b, https://www.notion.so/Curve-USD-Market-Making-8462c945b6064371a79c3a3408ab6fee, https://www.notion.so/Curve-USD-Market-Making-537ecc567bfd41c19904134c6f8606c3, https://www.notion.so/Curve-USD-Market-Making-e93e4bac4e814e1b90f5f23ffd09fee8, https://www.notion.so/Curve-USD-Market-Making-6dc3dc79bc024684b87422c0390192af, https://www.notion.so/Euler-USD-Lending-518807eed55e4c788e7630d5f674b409, https://www.notion.so/Gearbox-USD-Lending-26188f19cdcd45248f6fb38d57908167, https://www.notion.so/Idle-USD-Lending-c976408ffa214a9db1918e66f75cab5f, https://www.notion.so/Morpho-Aave-USD-Lending-e4a76af986c84552b698ceb0d344da07, https://www.notion.so/Morpho-Compound-USD-Lending-ef100172ddd741669238f2bcfbdae4ef, https://www.notion.so/Notional-USD-Fixed-Term-Lending-6-21-eafe1fa66de44169ae7f03435ab89d43, https://www.notion.so/Notional-USD-Fixed-Term-Lending-3-23-9da1130f9e9348e3839b6c5eb9124fcc, https://www.notion.so/StakeDAO-USD-Lending-0d087c6575e1412e87ea164765938767, https://www.notion.so/Tokemak-USD-Market-Making-9220adc5635440d0aec44ab9170833e7, https://www.notion.so/Uniswap-ETH-USD-Market-Making-30bp-b742251196384a3ba1553de42b1651bd, https://www.notion.so/Yearn-USD-Market-Making-d6740339d9a448bc880d291290625792, https://www.notion.so/Yearn-USD-Staking-55ade29c6fd44b8c9a64e7b55481fc47, https://www.notion.so/Yearn-USD-Market-Making-5b592a20fb6542b7ab0c5145c07d924b",USD Coin (Ethereum),USDC,Good,https://www.notion.so/Ethereum-c79d5959d3b0408b83e8d341fd6b60ac
